id,Publication Number,Title,PriorityNumber,Priority Date,INPADOC Family ID,Inventor - w/address,INPADOC Family Members,Citing Patents,Cited Refs - Patent,Assignee - Original w/address,Priority Country,url,text
9864,WO2009036220A2,COMPOSITIONS AND METHODS FOR IMPROVING THE FUNCTIONAL EFFICACY OF STEM CELL-DERIVED CARDIOMYOCYTES ,US2007971855P | WO2008US76084A,2007,20090319CA2699642A1,"LI Ronald,US | SIU Chung-wah,US | LIEU Deborah K.,US | LIU Jing,US",CA2699642A1 | EP2198010A2 | EP2198010A4 | WO2009036220A2 | WO2009036220A3,,US20050042254A1 | US20070161107A1,"THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,US | LI Ronald,US | SIU Chung-wah,US | LIEU Deborah K.,US | LIU Jing,US",US,http://www.google.com/patents?q=COMPOSITIONS+AND+METHODS+FOR+IMPROVING+THE+FUNCTIONAL+EFFICACY+OF+STEM+CELL-DERIVED+CARDIOMYOCYTES+&btnG=Search+Patents,0
9880,WO2006124859A2,IDENTIFICATION OF A FUSION/ENTRY RECEPTOR FOR HUMAN HERPESVIRUS-8 ,US2005681098P | WO2006US18864A,2005,20061123WO2006124859A2,"BERGER Edward A.,US | KALEEBA Johnan A.,US",WO2006124859A2 | WO2006124859A3,,,"GOVERNMENT OF THE UNITED STATES OF AMERICA as represented by THE SECRETARY DEPARTMENT OF HEALTH AND HUMAN SERVICES,US",US,http://www.google.com/patents?q=IDENTIFICATION+OF+A+FUSION/ENTRY+RECEPTOR+FOR+HUMAN+HERPESVIRUS-8+&btnG=Search+Patents,0
9888,WO1990015877A1,,,,,,,,,http://www.google.com/patents?q=&btnG=Search+Patents,"/patents/css/_5454e75c53d53ec46715621c069e50e4/patents_homepage_bundle.css"" type=""text/css",,0
9898,WO2002040692A3,SPECIFIC PROMOTER OF THE HUMAN VASCULAR ENDOTHELIAL CADHERIN-2 (HVE-CAD-2) GENE AND THE THERAPEUTIC USES THEREOF ,US2000249390P | WO2001EP13321A,2000,20020523CA2429317A1,"ZWEIGERDT Robert,DE | RÜDIGER Manfred,DE | MOLL Thomas G.,DE",AU200220711A_ | CA2429317A1 | EP1392836A2 | IL155907D0 | WO2002040692A2 | WO2002040692A3,,FR2756570A1 | WO2001055214A2,"CARDION AG,DE",US | EP,http://www.google.com/patents?q=SPECIFIC+PROMOTER+OF+THE+HUMAN+VASCULAR+ENDOTHELIAL+CADHERIN-2+(HVE-CAD-2)+GENE+AND+THE+THERAPEUTIC+USES+THEREOF+&btnG=Search+Patents,0
9909,WO1997003186A3,"METHOD FOR IN VITRO PROLIFERATION OF DENTRITIC CELLS, COMPOSITION CONTAINING THE CELLS ENTRAPPED IN A THREE-DIMENSIONAL MATRIX AND USE FOR IMMUNIZATION",US1995501987A | WO1996US11640A,1995,19970130CA2226490A1,PESHWA MADHUSUDAN VIFWAUTH | VAN SCHOOTEN WILLEM CASPER,AU199664576A_ | AU701943B2 | CA2226490A1 | EP837926A2 | JP11509411A_ | US6121044A_ | WO1997003186A2 | WO1997003186A3,,WO1993020185A1 | WO1993020186A1 | WO1994002156A1,,US,"http://www.google.com/patents?q=METHOD+FOR+IN+VITRO+PROLIFERATION+OF+DENTRITIC+CELLS,+COMPOSITION+CONTAINING+THE+CELLS+ENTRAPPED+IN+A+THREE-DIMENSIONAL+MATRIX+AND+USE+FOR+IMMUNIZATION&btnG=Search+Patents",0
9929,WO2010107287A2,COMPOSITION FOR TRICHOGENOUSNESS USING FETAL MESENCHYMAL STEM CELLS FROM AMNIOTIC FLUID ,KR200924056A | WO2010KR1730A,2009,20100923WO2010107287A2,"YOU Seungkwon,KR | YOON Byung Sun,KR | JUNG Hye-Youn,KR | JUN Eun Kyoung,KR | MOON Jai-Hee,KR | KIM Jonggun,KR | LEE Jung Han,KR | PARK Eulsoon,KR | MAENG Isaac,KR | KIM Jun Sung,KR | LEE Jang Ho,KR | LEE Hwang Heui,KR | LEE Jong Won,KR | CHO Kyoung Shik,KR",KR2010105167A_ | WO2010107287A2 | WO2010107287A3,,KR2008063406A | US20050205498A1 | US20060088505A1 | US20070065415A1,"STEMMEDIENCE CO. LTD,KR | YOU Seungkwon,KR | YOON Byung Sun,KR | JUNG Hye-Youn,KR | JUN Eun Kyoung,KR | MOON Jai-Hee,KR | KIM Jonggun,KR | LEE Jung Han,KR | PARK Eulsoon,KR | MAENG Isaac,KR | KIM Jun Sung,KR | LEE Jang Ho,KR | LEE Hwang Heui,KR | LEE Jong Won,KR | CHO Kyoung Shik,KR",KR,http://www.google.com/patents?q=COMPOSITION+FOR+TRICHOGENOUSNESS+USING+FETAL+MESENCHYMAL+STEM+CELLS+FROM+AMNIOTIC+FLUID+&btnG=Search+Patents,0
9930,WO2010137877A2,PLANT STEM CELL DERIVED FROM CAMBIUM OF FAMILY ASTERACEAE AND METHOD FOR THE ISOLATED CULTURING THEREOF ,KR200945953A | WO2010KR3340A,2009,20101202WO2010137877A2,"KIM Il Suk,KR | PAEK Jin Soo,KR | JIN Young Woo,KR | LEE Eun Kyong,KR | HONG Sun Mi,KR",KR2010127731A_ | WO2010137877A2,,,"UNHWA CORPORATION,KR | KIM Il Suk,KR | PAEK Jin Soo,KR | JIN Young Woo,KR | LEE Eun Kyong,KR | HONG Sun Mi,KR",KR,http://www.google.com/patents?q=PLANT+STEM+CELL+DERIVED+FROM+CAMBIUM+OF+FAMILY+ASTERACEAE+AND+METHOD+FOR+THE+ISOLATED+CULTURING+THEREOF+&btnG=Search+Patents,0
9945,WO2005012510A1,METHOD FOR THE ISOLATION AND EXPANSION OF CARDIAC STEM CELLS FROM BIOPSY ,IT2003RM376A | WO2004IT421A,2003,20030731IT2003RM0376D0,"GIACOMELLO Alessandro,IT | MESSINA Elisa,IT | BATTAGLIA Massimo,IT | FRATI Giacomo,IT",CA2534378A1 | CN1852973A_ | EP1649012A1 | IT2003RM0376D0 | US20070020758A1 | WO2005012510A1,DE102007008650A1 | WO2008080200A1 | WO2008101936A1 | WO2008081457A2,WO1999049015A2 | WO2002009650A2,UNIVERSITÀ DEGLI STUDI DI ROMA ,,LA SAPIENZA ,0
9957,WO2005038454A1,"METHODE <I>IN VITRO</I> DE DIAGNOSTIC DE LA FONCTIONNALITE CARDIO-VASCULAIRE DE CELLULES PRECURSEURS DE MOELLE OSSEUSE (BMP) ET/OU DE CELLULES PRECURSEURS EN CIRCULATION, DERIVEES DU SANG",DE10347436A | WO2004EP11503A,2003,20050428AU2004282647A1,"ZEIHER Andreas M.,DE | HEESCHEN Christopher,DE | DIMMELER Stefanie,DE",AT477484T_ | AU2004282647A1 | BR200415389A_ | CA2551049A1 | CN1867827A_ | DE10347436A1 | DE10347436B4 | DE502004011526D1 | DK1673629T3 | EA200600613A1 | EP1673629A1 | EP1673629B1 | ES2350581T3 | IL174903D0 | JP2007511206A_ | KR2007026319A_ | MX2006PA004101A_ | NO200602160A_ | US20070274959A1 | WO2005038454A1 | ZA200602982A_,WO2010135555A1,,"JOHANN WOLFGANG GOETHE-UNIVERSITÄT FRANKFURT AM MAIN,DE",DE | EP,"http://www.google.com/patents?q=METHODE+<I>IN+VITRO</I>+DE+DIAGNOSTIC+DE+LA+FONCTIONNALITE+CARDIO-VASCULAIRE+DE+CELLULES+PRECURSEURS+DE+MOELLE+OSSEUSE+(BMP)+ET/OU+DE+CELLULES+PRECURSEURS+EN+CIRCULATION,+DERIVEES+DU+SANG&btnG=Search+Patents",0
9990,WO2010043676A1,TETRA-AZA-HETEROCYCLES AS PHOSPHATIDYLINOSITOL-3-KINASES (PI3-KINASES) INHIBITOR ,EP2008166873A | WO2009EP63491A,2008,20100422WO2010043676A1,"VAN DER VEEN Lars,DE | MCCONNELL Darryl,DE | WUNBERG Tobias,DE",WO2010043676A1,,WO2005005438A1 | WO2006040279A1 | WO2007115931A1,"BOEHRINGER INGELHEIM INTERNATIONAL GMBH,DE | VAN DER VEEN Lars,DE | MCCONNELL Darryl,DE | WUNBERG Tobias,DE",EP,http://www.google.com/patents?q=TETRA-AZA-HETEROCYCLES+AS+PHOSPHATIDYLINOSITOL-3-KINASES+(PI3-KINASES)+INHIBITOR+&btnG=Search+Patents,0
9995,WO2008008854A3,CXER4 ANTAGONISTS INCLUDING DIAZINE AND TRIAZINE STRUCTURES FOR THE TREATMENT OF MEDICAL DISORDERS ,US2006830006P | US2006819997P | WO2007US73285A,2006,20080117WO2008008854A2,"LIOTTA Dennis C.,US | SNYDER James P.,US | ZHAN Weiqiang,US",EP2041067A2 | EP2041067A4 | JP2009543802A_ | US20090099194A1 | WO2008008854A2 | WO2008008854A3 | WO2008008854A8 | WO2008008854A9,,US6750348B1,"EMORY UNIVERSITY,US | LIOTTA Dennis C.,US | SNYDER James P.,US | ZHAN Weiqiang,US",US,http://www.google.com/patents?q=CXER4+ANTAGONISTS+INCLUDING+DIAZINE+AND+TRIAZINE+STRUCTURES+FOR+THE+TREATMENT+OF+MEDICAL+DISORDERS+&btnG=Search+Patents,0
9997,WO2007041171A3,METHOD OF IDENTIFYING MEMBRANE LG SPECIFIC ANTIBODIES AND USE THEREOF FOR TARGETING IMMUNOGLOBULIN-PRODUCING PRECURSOR CELLS ,US2005721525P | WO2006US37724A,2005,20070412AU2006297304A1,"WU Herren,US | KIENER Peter,US | CHOWDHURY Partha S.,US | YOUNG James F.,US",AU2006297304A1 | CA2624081A1 | EP1941275A2 | EP1941275A4 | JP2009509538A_ | US20090130111A1 | WO2007041171A2 | WO2007041171A3,,US5091313A | US5281699A | US5342924A | WO1991004055A1 | WO1996012740A1 | WO1998053843A1 | WO2004000217A2,"MEDIMMUNE INC.,US | WU Herren,US | KIENER Peter,US | CHOWDHURY Partha S.,US | YOUNG James F.,US",US,http://www.google.com/patents?q=METHOD+OF+IDENTIFYING+MEMBRANE+LG+SPECIFIC+ANTIBODIES+AND+USE+THEREOF+FOR+TARGETING+IMMUNOGLOBULIN-PRODUCING+PRECURSOR+CELLS+&btnG=Search+Patents,0
10006,WO2006117671A8,METHOD FOR CARRYING A SERUM- AND PROTEIN-FREE CULTIVATION OF STEM AND PROGENITOR CELLS ,DE102005021435A | WO2006IB1204A,2005,20061109DE102005021435A1,"MÖBEST Dietrich,DE",DE102005021435A1 | WO2006117671A2 | WO2006117671A8,,WO2005014615A2 | WO2005086845A2,"UNIVERSITÄTSKLINIKUM FREIBURG,DE | MÖBEST Dietrich,DE",DE | IB,http://www.google.com/patents?q=METHOD+FOR+CARRYING+A+SERUM-+AND+PROTEIN-FREE+CULTIVATION+OF+STEM+AND+PROGENITOR+CELLS+&btnG=Search+Patents,0
10007,WO2008154560A1,PD-I?/ATX AND FRAGMENTS THEREOF FOR THE TREATMENT OF DEMYELINATING DISEASES ,US2007943121P | WO2008US66500A,2007,20081218WO2008154560A1,"FUSS Babette,US | DENNIS Jameel,US",WO2008154560A1,,,"VIRGINIA COMMONWEALTH UNIVERSITY,US | FUSS Babette,US | DENNIS Jameel,US",US,http://www.google.com/patents?q=PD-I?/ATX+AND+FRAGMENTS+THEREOF+FOR+THE+TREATMENT+OF+DEMYELINATING+DISEASES+&btnG=Search+Patents,0
10010,WO2004072264A3,FATE DETERMINATION BY HES 1 IN HEMATOPOIETIC STEM-PROGENITOR CELLS AND USES THEREOF ,US2003446939P | US2003498739P | WO2004US4085A,2003,20040826WO2004072264A2,"CIVIN Curt I.,US | YU Xiaobing,US",WO2004072264A2 | WO2004072264A3,,JP411127859A | US20020192665A1 | US6159461A,"JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,US",US,http://www.google.com/patents?q=FATE+DETERMINATION+BY+HES+1+IN+HEMATOPOIETIC+STEM-PROGENITOR+CELLS+AND+USES+THEREOF+&btnG=Search+Patents,0
10020,WO2006136374A2,USE OF GIP AND/OR VITAMIN D3 ANALOGUES THEREOF FOR ENHANCING STEM OR PROGENITOR CELL DIFFERENTIATION INTO INSULIN PRODUCING CELLS ,EP200513255A | EP200515366A | EP200522528A | WO2006EP5912A,2005,20061228WO2006136374A2,"AUSTEN Matthias,DE | BURK Ulrike,DE",WO2006136374A2 | WO2006136374A3,,DE19921537A1 | WO2003082898A2,"DEVELOGEN AKTIENGESELLSCHAFT,DE",EP,http://www.google.com/patents?q=USE+OF+GIP+AND/OR+VITAMIN+D3+ANALOGUES+THEREOF+FOR+ENHANCING+STEM+OR+PROGENITOR+CELL+DIFFERENTIATION+INTO+INSULIN+PRODUCING+CELLS+&btnG=Search+Patents,0
10025,WO2010082798A3,"COMPOSITION CONTAINING EXTRACTS OF FUSCOPORIA OBLIQUA, GANODERMA LUCIDUM AND PHELLINUS LINTEUS FOR PROMOTING THE PROLIFERATION OF HEMATOPOIETIC STEM CELLS ",KR20094151A | WO2010KR310A,2009,20100722WO2010082798A2,"BAE Hyung Suk,KR | KANG Sung Keun,KR | SHIN Il Seob,KR | WOO Sang Kyu,KR | KIM Yun Jung,KR | KIM Mi Ae,KR | RA Jeong Chan,KR",KR2010084812A_ | WO2010082798A2 | WO2010082798A3,,JP2007106760A | KR521813B1 | US7135183B1,"RNL BIO CO. LTD,KR | BAE Hyung Suk,KR | KANG Sung Keun,KR | SHIN Il Seob,KR | WOO Sang Kyu,KR | KIM Yun Jung,KR | KIM Mi Ae,KR | RA Jeong Chan,KR",KR,"http://www.google.com/patents?q=COMPOSITION+CONTAINING+EXTRACTS+OF+FUSCOPORIA+OBLIQUA,+GANODERMA+LUCIDUM+AND+PHELLINUS+LINTEUS+FOR+PROMOTING+THE+PROLIFERATION+OF+HEMATOPOIETIC+STEM+CELLS+&btnG=Search+Patents",0
10060,WO2009128610A3,CELL LABELING AND IMAGING USING MULTIFUNCTIONAL PERFLUOROCARBON NANOEMULSION ,KR200835673A | WO2009KR1488A,2008,20091021KR2009110076A_,"CHUNG Bong Hyun,KR | LIM Yong Taik,KR",KR2009110076A_ | WO2009128610A2 | WO2009128610A3,,WO2005014051A1 | WO2006064451A2 | WO2006084382A1,"KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY,KR | CHUNG Bong Hyun,KR | LIM Yong Taik,KR",KR,http://www.google.com/patents?q=CELL+LABELING+AND+IMAGING+USING+MULTIFUNCTIONAL+PERFLUOROCARBON+NANOEMULSION+&btnG=Search+Patents,0
10062,WO2008008854A9,CXER4 ANTAGONISTS INCLUDING DIAZINE AND TRIAZINE STRUCTURES FOR THE TREATMENT OF MEDICAL DISORDERS ,US2006830006P | US2006819997P | WO2007US73285A,2006,20080117WO2008008854A2,"LIOTTA Dennis C.,US | SNYDER James P.,US | ZHAN Weiqiang,US",EP2041067A2 | EP2041067A4 | JP2009543802A_ | US20090099194A1 | WO2008008854A2 | WO2008008854A3 | WO2008008854A8 | WO2008008854A9,,US6750348B1,"EMORY UNIVERSITY,US | LIOTTA Dennis C.,US | SNYDER James P.,US | ZHAN Weiqiang,US",US,http://www.google.com/patents?q=CXER4+ANTAGONISTS+INCLUDING+DIAZINE+AND+TRIAZINE+STRUCTURES+FOR+THE+TREATMENT+OF+MEDICAL+DISORDERS+&btnG=Search+Patents,0
10076,WO2010104357A2,ESTABLISHMENT OF INDUCED PLURIPOTENT STEM CELL USING CELL-PERMEABLE REPROGRAMMING TRANSCRIPTION FACTOR FOR CUSTOMIZED STEM CELL THERAPY ,US2009159461P | WO2010KR1559A,2009,20100916WO2010104357A2,"JO Daewoong,KR | LIM Jung-Hee,KR | KIM Jungeun,KR | JEONG Sooyoung,KR | JUNG Inhee,KR",WO2010104357A2,,,"PROCELL THERAPEUTICS INC.,KR | JO Daewoong,KR | LIM Jung-Hee,KR | KIM Jungeun,KR | JEONG Sooyoung,KR | JUNG Inhee,KR",US | KR,http://www.google.com/patents?q=ESTABLISHMENT+OF+INDUCED+PLURIPOTENT+STEM+CELL+USING+CELL-PERMEABLE+REPROGRAMMING+TRANSCRIPTION+FACTOR+FOR+CUSTOMIZED+STEM+CELL+THERAPY+&btnG=Search+Patents,0
10077,WO2007048846A1,"USE OF IRON-CHELATING COMPOUNDS, CYCLIC ADENOSINE MONOPHOSPHATE-INCREASING COMPOUNDS OR COMBINATIONS THEREOF FOR TREATING AXONAL LESIONS IN THE CNS ",EP2005110090A | EP2006110266A | US2006783042P | WO2006EP67878A,2005,20070503WO2007048846A1,"MÜLLER Hans Werner,DE",WO2007048846A1,,EP878480A1 | US20040047843A1 | US5563048A | WO1999029279A2 | WO2000074664A2 | WO2001072326A1 | WO2002045749A2 | WO2004033498A2 | WO2005061458A2,"NEURAXO BIOPHARMACEUTICALS GMBH,DE",EP | US,"http://www.google.com/patents?q=USE+OF+IRON-CHELATING+COMPOUNDS,+CYCLIC+ADENOSINE+MONOPHOSPHATE-INCREASING+COMPOUNDS+OR+COMBINATIONS+THEREOF+FOR+TREATING+AXONAL+LESIONS+IN+THE+CNS+&btnG=Search+Patents",0
10080,WO2001027080A2,PRODUCTION OF 5-SUBSTITUTED INDOLINONES AND USE THEREOF AS MEDICAMENTS ,DE19949209A | WO2000EP9847A,1999,20010419DE19949209A1,"ROTH Gerald Jürgen,DE | HECKEL Armin,DE | WALTER Rainer,DE | MEEL VAN Jacobus,AT | REDEMANN Norbert,DE | SCHNAPP Gisela,DE | TONTSCH-GRUNT Ulrike,AT | SPEVAK Walter,AT",AU200076631A_ | CO5261507A1 | DE19949209A1 | EP1224169A2 | WO2001027080A2 | WO2001027080A3,EA8684B1 | US7060703B2 | US7148249B2 | US7514468B2 | WO2005087761A1 | WO2005087727A1 | WO2004026829A2 | WO2004017948A3 | WO2004017948A2 | WO2004013099A1 | US7858616B2 | US7560480B2 | US7547703B2 | WO2007122219A1 | US7262206B2 | US7223783B2 | US7119093B2 | US6686362B2 | EP1551830B1 | EP1727799B1 | EP1727812B1,DE19815020A1 | EP104860A1 | US5886020A | WO1999015500A1,"BOEHRINGER INGELHEIM PHARMA KG,DE | ROTH Gerald Jürgen,DE | HECKEL Armin,DE | WALTER Rainer,DE | MEEL VAN Jacobus,AT | REDEMANN Norbert,DE | SCHNAPP Gisela,DE | TONTSCH-GRUNT Ulrike,AT | SPEVAK Walter,AT",DE | EP,http://www.google.com/patents?q=PRODUCTION+OF+5-SUBSTITUTED+INDOLINONES+AND+USE+THEREOF+AS+MEDICAMENTS+&btnG=Search+Patents,0
10109,WO2010109226A2,SCAFFOLD ,GB20094907A | WO2010GB50485A,2009,20090506GB200904907D0,"WOOD Simon,GB | YANG Xuebin,GB | DE MATAS Marcel,GB | IDDON Peter,GB | RAXWORTHY Michael,GB",GB200904907D0 | WO2010109226A2,,,"UNIVERSITY OF LEEDS,GB | THE UNIVERSITY OF BRADFORD,GB | NEOTHERIX LIMITED,GB | WOOD Simon,GB | YANG Xuebin,GB | DE MATAS Marcel,GB | IDDON Peter,GB | RAXWORTHY Michael,GB",GB,http://www.google.com/patents?q=SCAFFOLD+&btnG=Search+Patents,0
10115,WO2009106578A1,USE OF SIP1 AS DETERMINANT OF BREAST CANCER STEMNESS ,US200867511P | WO2009EP52304A,2008,20090903AU2009218460A1,"BERX Geert,BE | VANDEWALLE Cindy,BE | RASPÉ Eric,BE",AU2009218460A1 | CA2716623A1 | EP2257645A1 | WO2009106578A1,,EP1961825A1 | WO2005005601A2,"VIB VZW,BE | UNIVERSITEIT GENT,BE | BERX Geert,BE | VANDEWALLE Cindy,BE | RASPÉ Eric,BE",US | EP,http://www.google.com/patents?q=USE+OF+SIP1+AS+DETERMINANT+OF+BREAST+CANCER+STEMNESS+&btnG=Search+Patents,0
10116,WO2008155306A1,NUKLEINSÄUREKONSTRUKTE ZUR INAKTIVIERUNG UND KONDITIONALEN MUTAGENESE VON GENEN ,EP2007110607A | WO2008EP57533A,2007,20081224EP2006388A1,"HAFNER Martin.,DE | MÜLLER Werner,DE | NAWRATH Karina,DE | KOCHUT Annika,DE",EP2006388A1 | WO2008155306A1,,EP750044A2 | US20050129669A1,"HELMHOLTZ-ZENTRUM FÜR INFEKTIONSFORSCHUNG GMBH,DE | HAFNER Martin.,DE | MÜLLER Werner,DE | NAWRATH Karina,DE | KOCHUT Annika,DE",EP,http://www.google.com/patents?q=NUKLEINSÄUREKONSTRUKTE+ZUR+INAKTIVIERUNG+UND+KONDITIONALEN+MUTAGENESE+VON+GENEN+&btnG=Search+Patents,0
10129,WO2002081658A2,TRANSGENIC MICE CONTAINING CACNB4 CALCIUM ION CHANNEL GENE DISRUPTIONS ,US2001280561P | US2001288600P | US2002106532A | WO2002US9850A,2001,20021017WO2002081658A2,"ALLEN Keith D.,US",AU2002258659A1 | WO2002081658A2 | WO2002081658A3 | WO2002081658A8,US7117033B2 | US7561919B2,,"DELTAGEN INC.,US | ALLEN Keith D.,US",US,http://www.google.com/patents?q=TRANSGENIC+MICE+CONTAINING+CACNB4+CALCIUM+ION+CHANNEL+GENE+DISRUPTIONS+&btnG=Search+Patents,0
10139,WO2008101693A3,COSMETIC AND PHARMACEUTICAL APPLICATIONS OF N-ACYLATED AMINO ACIDS AND STRUCTURALLY RELATED COMPOUNDS ,US2007902491P | US2007902508P | US2007902509P | US2007902510P | WO2008EP1342A,2007,20080828WO2008101692A2,"BLATT Thomas,DE | JASPERS Sören,DE | SCHÖNROCK Uwe,DE | KOOP Urte,DE | WÖHRMANN Yvonne,DE | RASCHKE Thomas,DE | MUMMERT Christopher,DE | KRUSE Inge,DE | KÜPER Thomas,DE | MUHR Gesa-Meike,DE",EP2117536A2 | EP2124934A2 | WO2008101692A2 | WO2008101692A3 | WO2008101693A2 | WO2008101693A3,,EP1159952A1 | EP1166767A2 | EP1304323A1 | EP1547594A1 | EP1559425A1 | EP308278A1 | US3932638A | US3997559A,"BEIERSDORF AG,DE | BLATT Thomas,DE | JASPERS Sören,DE | SCHÖNROCK Uwe,DE | KOOP Urte,DE | WÖHRMANN Yvonne,DE | RASCHKE Thomas,DE | MUMMERT Christopher,DE | KRUSE Inge,DE | KÜPER Thomas,DE | MUHR Gesa-Meike,DE",US | EP,http://www.google.com/patents?q=COSMETIC+AND+PHARMACEUTICAL+APPLICATIONS+OF+N-ACYLATED+AMINO+ACIDS+AND+STRUCTURALLY+RELATED+COMPOUNDS+&btnG=Search+Patents,0
10140,WO2000051630A2,METHODS FOR IMPROVING GRAFT ACCEPTANCE IN A RECIPIENT BY ADMINISTRATION OF A CYTOKINE PROFILE ALTERING AGENT ,US1999263011A | WO2000US5647A,1999,20000908CA2364279A1,"EDGE Albert,US",AU200041698A_ | CA2364279A1 | EP1158999A2 | WO2000051630A2 | WO2000051630A3,,US5624823A | WO1998042838A1 | WO2000039294A1,"DIACRIN INC.,US",US,http://www.google.com/patents?q=METHODS+FOR+IMPROVING+GRAFT+ACCEPTANCE+IN+A+RECIPIENT+BY+ADMINISTRATION+OF+A+CYTOKINE+PROFILE+ALTERING+AGENT+&btnG=Search+Patents,0
10166,WO2010126389A1,"PROCESS FOR TREATING NEURAL STEM CELLS BASED ON AMPAKINES AND/OR OTHER MODULATORS OF IONOTROPIC GLUTAMATE RECEPTORS, COMPOSITIONS THEREOF AND THEIR USE IN CNS CONDITIONS ",PT105083A | WO2010PT20A,2009,20101104WO2010126389A1,"OLIVEIRA MALVA João José,PT | DE SAMPAIO SCHITINE Clarissa,PT | AGASSE Fabienne,PT | ALVES XAPELLI Sara,PT | PEREIRA DA SILVA MARTINS Ana Paula,PT | DE MELLO REIS Ricardo Augusto,PT",WO2010126389A1,,WO1994002475A1 | WO1999021422A1 | WO2002097067A1 | WO2005072345A2 | WO2008100168A1,"UNIVERSIDADE DE COIMBRA,PT | OLIVEIRA MALVA João José,PT | DE SAMPAIO SCHITINE Clarissa,PT | AGASSE Fabienne,PT | ALVES XAPELLI Sara,PT | PEREIRA DA SILVA MARTINS Ana Paula,PT | DE MELLO REIS Ricardo Augusto,PT",PT,"http://www.google.com/patents?q=PROCESS+FOR+TREATING+NEURAL+STEM+CELLS+BASED+ON+AMPAKINES+AND/OR+OTHER+MODULATORS+OF+IONOTROPIC+GLUTAMATE+RECEPTORS,+COMPOSITIONS+THEREOF+AND+THEIR+USE+IN+CNS+CONDITIONS+&btnG=Search+Patents",0
10183,WO2009010652A1,"METHOD FOR PROLIFERATION OF CELLS ON POLYELECTROLYTE MULTILAYER FILMS AND USE THEREOF, PARTICULARLY FOR THE PREPARATION OF CELLULAR BIOMATERIALS ",FR20074313A | WO2008FR832A,2007,20081219FR2917425A1,"MENU Patrick,FR | BOURA Cédric,FR | KERDJOUDJ Halima-Assia,FR | MOBY Vanessa,FR | BERTHELEMY Nicolas,FR | VOEGEL Jean-Claude,FR | SCHAAF Pierre,FR | STOLTZ Jean-François,FR",EP2162533A1 | FR2917425A1 | FR2917425B1 | WO2009010652A1,,EP1748064A1,"UNIVERSITE HENRI POINCARE NANCY 1,FR | CHU DE NANCY-BRABOIS,FR | MENU Patrick,FR | BOURA Cédric,FR | KERDJOUDJ Halima-Assia,FR | MOBY Vanessa,FR | BERTHELEMY Nicolas,FR | VOEGEL Jean-Claude,FR | SCHAAF Pierre,FR | STOLTZ Jean-François,FR",FR,"http://www.google.com/patents?q=METHOD+FOR+PROLIFERATION+OF+CELLS+ON+POLYELECTROLYTE+MULTILAYER+FILMS+AND+USE+THEREOF,+PARTICULARLY+FOR+THE+PREPARATION+OF+CELLULAR+BIOMATERIALS+&btnG=Search+Patents",0
10194,WO2006136374A3,USE OF GIP AND/OR VITAMIN D3 ANALOGUES THEREOF FOR ENHANCING STEM OR PROGENITOR CELL DIFFERENTIATION INTO INSULIN PRODUCING CELLS ,EP200513255A | EP200515366A | EP200522528A | WO2006EP5912A,2005,20061228WO2006136374A2,"AUSTEN Matthias,DE | BURK Ulrike,DE",WO2006136374A2 | WO2006136374A3,,DE19921537A1 | WO2003082898A2,"DEVELOGEN AKTIENGESELLSCHAFT,DE | AUSTEN Matthias,DE | BURK Ulrike,DE",EP,http://www.google.com/patents?q=USE+OF+GIP+AND/OR+VITAMIN+D3+ANALOGUES+THEREOF+FOR+ENHANCING+STEM+OR+PROGENITOR+CELL+DIFFERENTIATION+INTO+INSULIN+PRODUCING+CELLS+&btnG=Search+Patents,0
10200,WO2010105257A2,GENERATION OF MOUSE INDUCED PLURIPOTENT STEM CELLS BYTRANSIENT EXPRESSION OF A SINGLE NON- VIRAL POLYCISTRONIC VECTOR ,US2009160263P | WO2010US27316A,2009,20100916WO2010105257A2,"GONZALEZ GRASSI Federico,ES | IZPISUA BELMONTE Juan Carlos,US",WO2010105257A2 | WO2010105257A3,,,"THE SALK INSTITUTE FOR BIOLOGICAL STUDIES,US | GONZALEZ GRASSI Federico,ES | IZPISUA BELMONTE Juan Carlos,US",US,http://www.google.com/patents?q=GENERATION+OF+MOUSE+INDUCED+PLURIPOTENT+STEM+CELLS+BYTRANSIENT+EXPRESSION+OF+A+SINGLE+NON-+VIRAL+POLYCISTRONIC+VECTOR+&btnG=Search+Patents,0
10213,WO1999033857A1,BONE-RESORPTIVE CYTOKINE INHIBITOR CONTAINING DIENOGEST AS THE ACTIVE INGREDIENT ,JP1997361124A | WO1998JP5945A,1997,19990708CA2316320A1,"SHIBUTANI Yasunori,JP | FUTAMURA Yoshihiro,JP | KATSUKI Yukio,JP",AU199916904A_ | CA2316320A1 | EP1043331A1 | EP1043331A4 | JP04418106B2 | WO1999033857A1,WO2005102332A1,JP50083363A | JP57116698A | JP7188026A,"MOCHIDA PHARMACEUTICAL CO. LTD.,JP",JP,http://www.google.com/patents?q=BONE-RESORPTIVE+CYTOKINE+INHIBITOR+CONTAINING+DIENOGEST+AS+THE+ACTIVE+INGREDIENT+&btnG=Search+Patents,0
